movie_title,director_name,color,duration,actor_1_name,language,country,title_year
GoldenEye,Martin Campbell,Color,130,Izabella Scorupco,English,UK,1995
The General's Daughter,Simon West,Color,116,Daniel von Bargen,English,USA,1999
The Truman Show,Peter Weir,Color,103,Natascha McElhone,English,USA,1998
The Prince of Egypt,Brenda Chapman,Color,99,Martin Short,English,USA,1998
Daddy Day Care,Steve Carr,Color,92,Anjelica Huston,English,USA,2003
2 Guns,Baltasar Kormákur,Color,109,Denzel Washington,English,USA,2013
Cats & Dogs,Lawrence Guterman,Color,87,Carol Ann Susi,English,USA,2001
The Italian Job,F. Gary Gray,Color,111,Jason Statham,English,USA,2003
Two Weeks Notice,Marc Lawrence,Color,101,Dorian Missick,English,USA,2002
Antz,Eric Darnell,Color,83,Sylvester Stallone,English,USA,1998
Couples Retreat,Peter Billingsley,Color,113,Jon Favreau,English,USA,2009
Days of Thunder,Tony Scott,Color,107,Tom Cruise,English,USA,1990
Cheaper by the Dozen 2,Adam Shankman,Color,94,Taylor Lautner,English,USA,2005
The Scorch Trials,Wes Ball,Color,132,Ki Hong Lee,English,USA,2015
Eat Pray Love,Ryan Murphy,Color,140,James Franco,English,USA,2010
The Family Man,Brett Ratner,Color,125,Nicolas Cage,English,USA,2000
RED,Robert Schwentke,Color,111,Bruce Willis,English,USA,2010
Any Given Sunday,Oliver Stone,Color,156,Al Pacino,English,USA,1999
The Horse Whisperer,Robert Redford,Color,170,Scarlett Johansson,English,USA,1998
Collateral,Michael Mann,Color,120,Tom Cruise,English,USA,2004
The Scorpion King,Chuck Russell,Color,100,Dwayne Johnson,English,USA,2002
Ladder 49,Jay Russell,Color,115,Billy Burke,English,USA,2004
Jack Reacher,Christopher McQuarrie,Color,130,Tom Cruise,English,USA,2012
Deep Blue Sea,Renny Harlin,Color,105,LL Cool J,English,USA,1999
This Is It,Kenny Ortega,Color,111,Misha Gabriel Hamilton,English,USA,2009
Contagion,Steven Soderbergh,Color,106,Matt Damon,English,USA,2011
Kangaroo Jack,David McNally,Color,89,Estella Warren,English,USA,2003
Coraline,Henry Selick, Black and White,100,Jennifer Saunders,English,USA,2009
The Happening,M. Night Shyamalan,Color,91,Zooey Deschanel,English,USA,2008
Man on Fire,Tony Scott,Color,146,Denzel Washington,English,USA,2004
The Shaggy Dog,Brian Robbins,Color,98,Robert Downey Jr.,English,USA,2006
Starsky & Hutch,Todd Phillips,Color,101,Snoop Dogg,English,USA,2004
Jingle All the Way,Brian Levant,Color,94,Jim Belushi,English,USA,1996
Hellboy,Guillermo del Toro,Color,132,James Babson,English,USA,2004
A Civil Action,Steven Zaillian,Color,115,Robert Duvall,English,USA,1998
ParaNorman,Chris Butler,Color,92,Anna Kendrick,English,USA,2012
The Jackal,Michael Caton-Jones,Color,124,J.K. Simmons,English,USA,1997
Paycheck,John Woo,Color,119,Ivana Milicevic,English,USA,2003
Up Close & Personal,Jon Avnet,Color,124,Joe Mantegna,English,USA,1996
The Tale of Despereaux,Sam Fell,Color,93,Emma Watson,English,UK,2008
Rules of Engagement,,Color,22,Bianca Kajlich,English,USA,
The Tuxedo,Kevin Donovan,Color,98,Romany Malco,English,USA,2002
Under Siege 2: Dark Territory,Geoff Murphy,Color,92,Peter Greene,English,USA,1995
Jack Ryan: Shadow Recruit,Kenneth Branagh,Color,105,Colm Feore,English,USA,2014
Joy,David O. Russell,Color,124,Jennifer Lawrence,English,USA,2015
London Has Fallen,Babak Najafi,Color,99,Gerard Butler,English,UK,2016
Alien: Resurrection,Jean-Pierre Jeunet,Color,116,Gary Dourdan,English,USA,1997
Shooter,Antoine Fuqua,Color,124,Tate Donovan,English,USA,2007
The Boxtrolls,Graham Annable,Color,96,Isaac Hempstead Wright,English,USA,2014
Practical Magic,Griffin Dunne,Color,104,Goran Visnjic,English,USA,1998
The Lego Movie,Phil Lord,Color,100,Morgan Freeman,English,Australia,2014
Miss Congeniality 2: Armed and Fabulous,John Pasquin,Color,115,Eileen Brennan,English,USA,2005
Reign of Fire,Rob Bowman,Color,101,Christian Bale,English,USA,2002
Gangster Squad,Ruben Fleischer,Color,113,Ryan Gosling,English,USA,2013
Year One,Harold Ramis,Color,100,Olivia Wilde,English,USA,2009
Invictus,Clint Eastwood,Color,134,Matt Damon,English,USA,2009
State of Play,Kevin Macdonald,Color,127,Robin Wright,English,USA,2009
Duplicity,Tony Gilroy,Color,125,Julia Roberts,English,USA,2009
My Favorite Martian,Donald Petrie,Color,94,Steven Anthony Lawrence,English,USA,1999
The Sentinel,Clark Johnson,Color,107,Blair Brown,English,USA,2006
Planet 51,Jorge Blanco,Color,91,Dwayne Johnson,English,Spain,2009
Star Trek: Nemesis,Stuart Baird,Color,116,Tom Hardy,English,USA,2002
Intolerable Cruelty,Joel Coen,Color,100,Cedric the Entertainer,English,USA,2003
Trouble with the Curve,Robert Lorenz,Color,111,Clint Eastwood,English,USA,2012
Edge of Darkness,Martin Campbell,Color,117,Bojana Novakovic,English,UK,2010
The Relic,Peter Hyams,Color,110,John Kapelos,English,UK,1997
Analyze That,Harold Ramis,Color,96,Robert De Niro,English,USA,2002
Righteous Kill,Jon Avnet,Color,101,Robert De Niro,English,USA,2008
Mercury Rising,Harold Becker,Color,111,Bruce Willis,English,USA,1998
The Soloist,Joe Wright,Color,117,Robert Downey Jr.,English,UK,2009
The Legend of Bagger Vance,Robert Redford,Color,126,Matt Damon,English,USA,2000
Almost Famous,Cameron Crowe,Color,152,Philip Seymour Hoffman,English,USA,2000
Garfield 2,Tim Hill,Color,86,Bill Murray,English,UK,2006
xXx: State of the Union,Lee Tamahori,Color,101,Sunny Mabrey,English,USA,2005
Priest,Scott Stewart,Color,87,Josh Wingate,English,USA,2011
Sinbad: Legend of the Seven Seas,Patrick Gilmore,Color,85,Brad Pitt,English,USA,2003
Event Horizon,Paul W.S. Anderson,Color,130,Sean Pertwee,English,UK,1997
The Avengers,Joss Whedon,Color,173,Chris Hemsworth,English,USA,2012
Dragonfly,Tom Shadyac,Color,104,Joe Morton,English,USA,2002
The Black Dahlia,Brian De Palma,Color,121,Scarlett Johansson,English,Germany,2006
Flyboys,Tony Bill, Black and White,140,James Franco,English,UK,2006
The Last Castle,Rod Lurie,Color,131,Clifton Collins Jr.,English,USA,2001
Supernova,Walter Hill,Color,91,Robert Forster,English,USA,2000
Winter's Tale,Akiva Goldsman,Color,118,Matt Bomer,English,USA,2014
The Mortal Instruments: City of Bones,Harald Zwart,Color,130,Aidan Turner,English,USA,2013
Meet Dave,Brian Robbins,Color,90,Marc Blucas,English,USA,2008
Dark Water,Walter Salles,Color,103,Dougray Scott,English,USA,2005
Edtv,Ron Howard,Color,122,Matthew McConaughey,English,USA,1999
Inkheart,Iain Softley,Color,106,Brendan Fraser,English,Germany,2008
The Spirit,Frank Miller,Color,103,Scarlett Johansson,English,USA,2008
Mortdecai,David Koepp,Color,107,Johnny Depp,English,UK,2015
In the Name of the King: A Dungeon Siege Tale,Uwe Boll,Color,156,Jason Statham,English,Germany,2007
Beyond Borders,Martin Campbell,Color,127,Angelina Jolie Pitt,English,USA,2003
Xi you ji zhi: Sun Wukong san da Baigu Jing,Pou-Soi Cheang,Color,119,Li Gong,English,China,2016
The Great Raid,John Dahl, Black and White,132,James Franco,Filipino,USA,2005
Deadpool,Tim Miller,Color,108,Ryan Reynolds,English,USA,2016
Holy Man,Stephen Herek,Color,114,Kelly Preston,English,USA,1998
American Sniper,Clint Eastwood,Color,133,Bradley Cooper,English,USA,2014
Goosebumps,Rob Letterman,Color,103,Odeya Rush,English,USA,2015
Just Like Heaven,Mark Waters,Color,95,Jon Heder,English,USA,2005
The Flintstones in Viva Rock Vegas,Brian Levant,Color,90,Taylor Negron,English,USA,2000
Rambo III,Peter MacDonald,Color,87,Sylvester Stallone,English,USA,1988
Leatherheads,George Clooney,Color,114,Robert Baker,English,USA,2008
The Ridiculous 6,Frank Coraci,Color,119,Taylor Lautner,English,USA,2015
Did You Hear About the Morgans?,Marc Lawrence,Color,103,Michael Kelly,English,USA,2009
The Internship,Shawn Levy,Color,125,Josh Gad,English,USA,2013
Resident Evil: Afterlife,Paul W.S. Anderson,Color,97,Milla Jovovich,English,Germany,2010
Red Tails,Anthony Hemingway,Color,125,David Oyelowo,English,USA,2012
Sex and the City,,Color,30,Chris Noth,English,USA,
The Devil's Advocate,Taylor Hackford,Color,136,Keanu Reeves,English,USA,1997
That's My Boy,Sean Anders,Color,116,Adam Sandler,English,USA,2012
DragonHeart,Rob Cohen,Color,103,Dennis Quaid,English,USA,1996
After the Sunset,Brett Ratner,Color,97,Salma Hayek,English,USA,2004
Ghost Rider: Spirit of Vengeance,Mark Neveldine,Color,96,Nicolas Cage,English,USA,2011
Captain Corelli's Mandolin,John Madden,Color,131,Christian Bale,English,UK,2001
Anger Management,,Color,22,Barry Corbin,English,USA,
The Pacifier,Adam Shankman,Color,95,Vin Diesel,English,Canada,2005
Walking Tall,Kevin Bray,Color,86,Dwayne Johnson,English,USA,2004
Forrest Gump,Robert Zemeckis, Black and White,142,Tom Hanks,English,USA,1994
Alvin and the Chipmunks,Tim Hill,Color,92,Jesse McCartney,English,USA,2007
Meet the Parents,Jay Roach,Color,108,Robert De Niro,English,USA,2000
Pocahontas,Mike Gabriel,Color,84,Christian Bale,English,USA,1995
Superman,Richard Donner,Color,188,Marlon Brando,English,USA,1978
The Nutty Professor,Tom Shadyac,Color,95,Jada Pinkett Smith,English,USA,1996
Hitch,Andy Tennant,Color,118,Will Smith,English,USA,2005
George of the Jungle,Sam Weisman,Color,92,Brendan Fraser,English,USA,1997
American Wedding,Jesse Dylan,Color,74,Alyson Hannigan,English,USA,2003
Captain Phillips,Paul Greengrass,Color,134,Tom Hanks,English,USA,2013
Date Night,Shawn Levy,Color,101,Mila Kunis,English,USA,2010
Casper,Brad Silberling,Color,100,Eric Idle,English,USA,1995
The Equalizer,Antoine Fuqua,Color,132,Denzel Washington,English,USA,2014
Maid in Manhattan,Wayne Wang,Color,105,Bob Hoskins,English,USA,2002
Crimson Tide,Tony Scott,Color,123,Denzel Washington,English,USA,1995
The Pursuit of Happyness,Gabriele Muccino,Color,117,Will Smith,English,USA,2006
Flightplan,Robert Schwentke,Color,98,Erika Christensen,English,USA,2005
Disclosure,Barry Levinson,Color,128,Demi Moore,English,USA,1994
City of Angels,Brad Silberling,Color,114,Nicolas Cage,English,Germany,1998
Kill Bill: Vol. 1,Quentin Tarantino, Black and White,111,David Carradine,English,USA,2003
Bowfinger,Frank Oz,Color,85,Robert Downey Jr.,English,USA,1999
Stargate SG-1,,Color,44,Christopher Judge,English,USA,
Kill Bill: Vol. 2,Quentin Tarantino, Black and White,137,Vivica A. Fox,English,USA,2004
Tango & Cash,Andrey Konchalovskiy,Color,97,Sylvester Stallone,English,USA,1989
Death Becomes Her,Robert Zemeckis,Color,104,Bruce Willis,English,USA,1992
Shanghai Noon,Tom Dey,Color,110,Xander Berkeley,English,USA,2000
Executive Decision,Stuart Baird,Color,133,Oliver Platt,English,USA,1996
Mr. Popper's Penguins,Mark Waters,Color,94,Madeline Carroll,English,USA,2011
The Forbidden Kingdom,Rob Minkoff,Color,104,Jet Li,English,USA,2008
Free Birds,Jimmy Hayward,Color,91,Amy Poehler,English,USA,2013
Alien 3,David Fincher,Color,145,Charles S. Dutton,English,USA,1992
Evita,Alan Parker,Color,135,Andrea Corr,English,USA,1996
Ronin,John Frankenheimer,Color,122,Robert De Niro,English,UK,1998
The Ghost and the Darkness,Stephen Hopkins,Color,110,Tom Wilkinson,English,USA,1996
Paddington,Paul King,Color,95,Julie Walters,English,UK,2014
The Watch,Akiva Schaffer,Color,102,Will Forte,English,USA,2012
The Hunted,William Friedkin,Color,94,Connie Nielsen,English,USA,2003
Instinct,Jon Turteltaub,Color,126,Anthony Hopkins,English,USA,1999
Stuck on You,Bobby Farrelly,Color,118,Matt Damon,English,USA,2003
Semi-Pro,Kent Alterman,Color,99,Will Ferrell,English,USA,2008
The Pirates! Band of Misfits,Peter Lord,Color,88,Salma Hayek,English,UK,2012
Changeling,Clint Eastwood,Color,141,Angelina Jolie Pitt,English,USA,2008
Chain Reaction,Andrew Davis,Color,107,Keanu Reeves,English,USA,1996
The Fan,Tony Scott,Color,116,Robert De Niro,English,USA,1996
The Phantom of the Opera,Joel Schumacher, Black and White,143,Gerard Butler,English,UK,2004
Elizabeth: The Golden Age,Shekhar Kapur,Color,114,Eddie Redmayne,English,UK,2007
Æon Flux,Karyn Kusama,Color,93,Charlize Theron,English,USA,2005
Gods and Generals,Ron Maxwell,Color,280,Billy Campbell,English,USA,2003
Turbulence,Robert Butler,Color,100,Hector Elizondo,English,USA,1997
Imagine That,Karey Kirkpatrick,Color,107,Stephen Root,English,USA,2009
Muppets Most Wanted,James Bobin,Color,119,Ty Burrell,English,USA,2014
Thunderbirds,Jonathan Frakes,Color,95,Sophia Myles,English,UK,2004
Burlesque,Steve Antin,Color,119,Eric Dane,English,USA,2010
A Very Long Engagement,Jean-Pierre Jeunet,Color,133,Denis Lavant,French,France,2004
Lolita,Stanley Kubrick, Black and White,152,James Mason,English,UK,1962
Eye See You,Jim Gillespie,Color,96,Sylvester Stallone,English,USA,2002
Blade II,Guillermo del Toro,Color,117,Norman Reedus,English,USA,2002
Seven Pounds,Gabriele Muccino,Color,123,Will Smith,English,USA,2008
Bullet to the Head,Walter Hill,Color,92,Sylvester Stallone,English,USA,2012
The Godfather: Part III,Francis Ford Coppola,Color,170,Al Pacino,English,USA,1990
Elizabethtown,Cameron Crowe,Color,123,Orlando Bloom,English,USA,2005
Superman II,Richard Lester,Color,116,Margot Kidder,English,USA,1980
Gigli,Martin Brest,Color,121,Todd Giebenhain,English,USA,2003
All the King's Men,Steven Zaillian, Black and White,128,Kate Winslet,English,Germany,2006
Shaft,John Singleton,Color,99,Christian Bale,English,Germany,2000
Anastasia,Don Bluth,Color,94,Kirsten Dunst,English,USA,1997
Moulin Rouge!,Baz Luhrmann, Black and White,127,Jim Broadbent,English,USA,2001
Domestic Disturbance,Harold Becker,Color,89,Steve Buscemi,English,USA,2001
Black Mass,Scott Cooper,Color,123,Johnny Depp,English,USA,2015
Flags of Our Fathers,Clint Eastwood,Color,135,Paul Walker,English,USA,2006
Law Abiding Citizen,F. Gary Gray,Color,118,Gerard Butler,English,USA,2009
Grindhouse,Robert Rodriguez,Color,189,Quentin Tarantino,English,USA,2007
Beloved,Jonathan Demme,Color,172,Oprah Winfrey,English,USA,1998
Lucky You,Curtis Hanson,Color,124,Robert Downey Jr.,English,USA,2007
Catch Me If You Can,Steven Spielberg,Color,141,Leonardo DiCaprio,English,USA,2002
Zero Dark Thirty,Kathryn Bigelow,Color,157,Jennifer Ehle,English,USA,2012
The Break-Up,Peyton Reed,Color,106,Jon Favreau,English,USA,2006
Mamma Mia!,Phyllida Lloyd,Color,108,Colin Firth,English,USA,2008
Valentine's Day,Garry Marshall,Color,125,Bradley Cooper,English,USA,2010
The Dukes of Hazzard,Jay Chandrasekhar,Color,107,Alice Greczyn,English,USA,2005
The Thin Red Line,Terrence Malick,Color,215,Nick Stahl,English,USA,1998
The Change-Up,David Dobkin,Color,118,Ryan Reynolds,English,USA,2011
Man on the Moon,Milos Forman,Color,118,Matt Price,English,UK,1999
Casino,Martin Scorsese,Color,178,Robert De Niro,English,USA,1995
From Paris with Love,Pierre Morel,Color,92,Kasia Smutniak,English,France,2010
Bulletproof Monk,Paul Hunter,Color,104,Jaime King,English,USA,2003
Barnyard,Steve Oedekerk,Color,90,Rob Paulsen,English,Germany,2006
Deck the Halls,John Whitesell,Color,93,Matthew Broderick,English,USA,2006
The Twilight Saga: New Moon,Chris Weitz,Color,130,Robert Pattinson,English,USA,2009
Shrek,Andrew Adamson,Color,90,Kathleen Freeman,English,USA,2001
The Adjustment Bureau,George Nolfi,Color,106,Matt Damon,English,USA,2011
Robin Hood: Prince of Thieves,Kevin Reynolds,Color,155,Alan Rickman,English,USA,1991
Jerry Maguire,Cameron Crowe,Color,139,Tom Cruise,English,USA,1996
Ted,Seth MacFarlane,Color,112,Mila Kunis,English,USA,2012
As Good as It Gets,James L. Brooks,Color,139,Lupe Ontiveros,English,USA,1997
Patch Adams,Tom Shadyac,Color,115,Robin Williams,English,USA,1998
Anchorman 2: The Legend Continues,Adam McKay,Color,143,Harrison Ford,English,USA,2013
Mr. Deeds,Steven Brill,Color,96,Steve Buscemi,English,USA,2002
Super 8,J.J. Abrams,Color,112,Joel Courtney,English,USA,2011
Erin Brockovich,Steven Soderbergh,Color,131,Julia Roberts,English,USA,2000
How to Lose a Guy in 10 Days,Donald Petrie,Color,116,Matthew McConaughey,English,USA,2003
22 Jump Street,Phil Lord,Color,112,Channing Tatum,English,USA,2014
Interview with the Vampire: The Vampire Chronicles,Neil Jordan,Color,123,Brad Pitt,English,USA,1994
Yes Man,Peyton Reed,Color,104,Bradley Cooper,English,USA,2008
Central Intelligence,Rawson Marshall Thurber,Color,107,Dwayne Johnson,English,USA,2016
Stepmom,Chris Columbus,Color,124,Julia Roberts,English,USA,1998
Daddy's Home,Sean Anders,Color,96,Will Ferrell,English,USA,2015
Into the Woods,Rob Marshall,Color,125,Johnny Depp,English,USA,2014
Inside Man,Spike Lee,Color,129,Denzel Washington,English,USA,2006
Payback,Brian Helgeland,Color,90,Bill Duke,English,USA,1999
Congo,Frank Marshall,Color,109,Dylan Walsh,English,USA,1995
We Bought a Zoo,Cameron Crowe,Color,124,Scarlett Johansson,English,USA,2011
Knowing,Alex Proyas,Color,121,Nicolas Cage,English,USA,2009
Failure to Launch,Tom Dey,Color,95,Bradley Cooper,English,USA,2006
The Ring Two,Hideo Nakata,Color,128,Naomi Watts,English,USA,2005
Garfield,Peter Hewitt,Color,80,Bill Murray,English,USA,2004
Christmas with the Kranks,Joe Roth,Color,99,Jamie Lee Curtis,English,USA,2004
Moneyball,Bennett Miller,Color,133,Philip Seymour Hoffman,English,USA,2011
Outbreak,Wolfgang Petersen,Color,127,Kevin Spacey,English,USA,1995
Non-Stop,Jaume Collet-Serra,Color,106,Liam Neeson,English,UK,2014
Race to Witch Mountain,Andy Fickman,Color,98,Dwayne Johnson,English,USA,2009
V for Vendetta,James McTeigue,Color,132,Natalie Portman,English,USA,2005
Shanghai Knights,David Dobkin,Color,114,Fann Wong,English,USA,2003
Unforgotten,,Color,45,Bernard Hill,English,UK,
Curious George,Matthew O'Callaghan,Color,78,Will Ferrell,English,USA,2006
Herbie Fully Loaded,Angela Robinson,Color,101,Scoot McNairy,English,USA,2005
Don't Say a Word,Gary Fleder,Color,113,Oliver Platt,English,USA,2001
Hansel & Gretel: Witch Hunters,Tommy Wirkola,Color,98,Jeremy Renner,English,Germany,2013
Unfaithful,Adrian Lyne,Color,124,Olivier Martinez,English,USA,2002
I Am Number Four,D.J. Caruso,Color,109,Alex Pettyfer,English,USA,2011
Syriana,Stephen Gaghan,Color,128,Matt Damon,English,USA,2005
13 Hours,Michael Bay,Color,144,Toby Stephens,English,USA,2016
The Book of Life,Jorge R. Gutiérrez,Color,95,Channing Tatum,English,USA,2014
Firewall,Richard Loncraine,Color,105,Jimmy Bennett,English,USA,2006
Absolute Power,Clint Eastwood,Color,121,Clint Eastwood,English,USA,1997
G.I. Jane,Ridley Scott,Color,125,Viggo Mortensen,English,USA,1997
The Game,David Fincher,Color,129,Deborah Kara Unger,English,USA,1997
Silent Hill,Christophe Gans,Color,132,Radha Mitchell,English,Canada,2006
The Replacements,Howard Deutch,Color,118,Keanu Reeves,English,USA,2000
American Reunion,Jon Hurwitz,Color,113,Alyson Hannigan,English,USA,2012
The Negotiator,F. Gary Gray,Color,140,Kevin Spacey,English,Germany,1998
Into the Storm,Steven Quale,Color,89,Matt Walsh,English,USA,2014
Beverly Hills Cop III,John Landis,Color,104,Louis Lombardi,English,USA,1994
Gremlins 2: The New Batch,Joe Dante,Color,106,Christopher Lee,English,USA,1990
The Judge,David Dobkin,Color,141,Robert Downey Jr.,English,USA,2014
The Peacemaker,Mimi Leder,Color,124,Armin Mueller-Stahl,English,USA,1997
Resident Evil: Apocalypse,Alexander Witt,Color,98,Milla Jovovich,English,Germany,2004
Bridget Jones: The Edge of Reason,Beeban Kidron,Color,108,Colin Firth,English,UK,2004
Out of Time,Carl Franklin,Color,114,Denzel Washington,English,USA,2003
On Deadly Ground,Steven Seagal,Color,101,Mike Starr,English,USA,1994
The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,Color,93,Taylor Lautner,English,USA,2005
The Beach,Danny Boyle,Color,119,Leonardo DiCaprio,English,USA,2000
Raising Helen,Garry Marshall,Color,119,Amber Valletta,English,USA,2004
Ninja Assassin,James McTeigue,Color,99,Shô Kosugi,English,USA,2009
For Love of the Game,Sam Raimi,Color,137,J.K. Simmons,English,USA,1999
A Touch of Frost,,Color,105,David Jason,English,UK,
Striptease,Andrew Bergman,Color,117,Demi Moore,English,USA,1996
Marmaduke,Tom Dey,Color,87,Emma Stone,English,USA,2010
Hereafter,Clint Eastwood,Color,129,Matt Damon,English,USA,2010
Murder by Numbers,Barbet Schroeder,Color,115,Ryan Gosling,English,USA,2002
Assassins,Richard Donner, Black and White,132,Muse Watson,English,France,1995
Hannibal Rising,Peter Webber,Color,131,Li Gong,English,UK,2007
The Story of Us,Rob Reiner,Color,95,Bruce Willis,English,USA,1999
The Host,Andrew Niccol,Color,125,J.D. Evermore,English,USA,2013
Basic,John McTiernan,Color,98,Connie Nielsen,English,Germany,2003
Blood Work,Clint Eastwood,Color,110,Clint Eastwood,English,USA,2002
The International,Tom Tykwer,Color,118,Naomi Watts,English,USA,2009
Escape from L.A.,John Carpenter,Color,101,Steve Buscemi,English,USA,1996
Twisted,,Color,60,Grey Damon,English,USA,
The Iron Giant,Brad Bird,Color,90,Vin Diesel,English,USA,1999
The Life Aquatic with Steve Zissou,Wes Anderson,Color,119,Bill Murray,English,USA,2004
Free State of Jones,Gary Ross,Color,139,Matthew McConaughey,English,USA,2016
The Life of David Gale,Alan Parker,Color,130,Kevin Spacey,English,USA,2003
Man of the House,Stephen Herek,Color,100,Christina Milian,English,USA,2005
Run All Night,Jaume Collet-Serra,Color,114,Liam Neeson,English,USA,2015
Eastern Promises,David Cronenberg,Color,96,Viggo Mortensen,English,USA,2007
Into the Blue,John Stockwell,Color,110,Paul Walker,English,USA,2005
The Messenger: The Story of Joan of Arc,Luc Besson,Color,158,Paul Brooke,English,France,1999
Your Highness,David Gordon Green,Color,102,Natalie Portman,English,USA,2011
Dream House,Jim Sheridan,Color,84,Naomi Watts,English,USA,2011
Mad City,Costa-Gavras,Color,115,Mia Kirshner,English,USA,1997
Baby's Day Out,Patrick Read Johnson,Color,99,Joe Mantegna,English,USA,1994
The Scarlet Letter,Roland Joffé,Color,135,Gary Oldman,English,USA,1995
Fair Game,Doug Liman,Color,108,Naomi Watts,English,USA,2010
Defiance,,Color,43,Julie Benz,English,USA,
Domino,Tony Scott,Color,127,Ian Ziering,English,France,2005
Jade,William Friedkin,Color,107,Michael Biehn,English,USA,1995
Gamer,Mark Neveldine,Color,95,Gerard Butler,English,USA,2009
Beautiful Creatures,Richard LaGravenese,Color,124,Alden Ehrenreich,English,USA,2013
Death to Smoochy,Danny DeVito,Color,109,Robin Williams,English,UK,2002
Zoolander 2,Ben Stiller,Color,102,Milla Jovovich,English,USA,2016
The Big Bounce,George Armitage,Color,88,Morgan Freeman,English,USA,2004
What Planet Are You From?,Mike Nichols,Color,87,Judy Greer,English,USA,2000
Drive Angry,Patrick Lussier,Color,104,Nicolas Cage,English,USA,2011
Street Fighter: The Legend of Chun-Li,Andrzej Bartkowiak,Color,96,Chris Klein,English,Canada,2009
The One,James Wong,Color,85,Jason Statham,English,USA,2001
Outlander,,Color,64,Tobias Menzies,English,USA,
The Adventures of Ford Fairlane,Renny Harlin,Color,104,Lauren Holly,English,USA,1990
Pirate Radio,Richard Curtis,Color,135,Philip Seymour Hoffman,English,UK,2009
Traffic,Steven Soderbergh,Color,190,Michael O'Neill,English,USA,2000
Indiana Jones and the Last Crusade,Steven Spielberg,Color,127,Harrison Ford,English,USA,1989
Anna Karenina,Joe Wright,Color,129,Kelly Macdonald,English,UK,2012
Chappie,Neill Blomkamp,Color,120,Hugh Jackman,English,USA,2015
The Bone Collector,Phillip Noyce,Color,118,Denzel Washington,English,USA,1999
Panic Room,David Fincher,Color,112,Kristen Stewart,English,USA,2002
The Tooth Fairy,Chuck Bowman,Color,89,P.J. Soles,English,USA,2006
Three Kings,David O. Russell,Color,114,Judy Greer,English,USA,1999
Child 44,Daniel Espinosa,Color,137,Tom Hardy,English,Czech Republic,2015
Rat Race,Jerry Zucker,Color,112,Corinna Harney,English,Canada,2001
K-PAX,Iain Softley,Color,120,Kevin Spacey,English,USA,2001
Kate & Leopold,James Mangold,Color,123,Hugh Jackman,English,USA,2001
Bedazzled,Harold Ramis,Color,93,Brendan Fraser,English,USA,2000
The Cotton Club,Francis Ford Coppola,Color,123,Nicolas Cage,English,USA,1984
3:10 to Yuma,James Mangold,Color,122,Christian Bale,English,USA,2007
Taken 3,Olivier Megaton,Color,115,Liam Neeson,English,France,2014
Out of Sight,Steven Soderbergh,Color,123,Don Cheadle,English,USA,1998
The Cable Guy,Ben Stiller,Color,96,Matthew Broderick,English,USA,1996
Earth,Deepa Mehta,Color,110,Nandita Das,Hindi,India,1998
Dick Tracy,Warren Beatty,Color,105,Charlie Korsmo,English,USA,1990
The Thomas Crown Affair,John McTiernan,Color,113,Mark Margolis,English,USA,1999
Riding in Cars with Boys,Penny Marshall,Color,132,Rosie Perez,English,USA,2001
First Blood,Ted Kotcheff,Color,93,Sylvester Stallone,English,USA,1982
Solaris,Andrei Tarkovsky, Black and White,115,Donatas Banionis,Russian,Soviet Union,1972
Happily N'Ever After,Paul Bolger,Color,75,Sarah Michelle Gellar,English,USA,2006
Mary Reilly,Stephen Frears,Color,108,Julia Roberts,English,USA,1996
My Best Friend's Wedding,P.J. Hogan,Color,105,Julia Roberts,English,USA,1997
America's Sweethearts,Joe Roth,Color,102,Julia Roberts,English,USA,2001
Insomnia,Christopher Nolan,Color,118,Al Pacino,English,USA,2002
Star Trek: First Contact,Jonathan Frakes,Color,111,LeVar Burton,English,USA,1996
Jonah Hex,Jimmy Hayward,Color,81,Michael Fassbender,English,USA,2010
Courage Under Fire,Edward Zwick,Color,116,Denzel Washington,English,USA,1996
Liar Liar,Tom Shadyac,Color,86,Maura Tierney,English,USA,1997
The Infiltrator,Brad Furman,Color,127,Joseph Gilgun,English,UK,2016
Inchon,Terence Young,Color,140,Laurence Olivier,English,South Korea,1981
The Flintstones,Brian Levant,Color,91,Jonathan Winters,English,USA,1994
Taken 2,Olivier Megaton,Color,98,Liam Neeson,English,France,2012
Scary Movie 3,David Zucker,Color,84,Regina Hall,English,USA,2003
Miss Congeniality,Donald Petrie,Color,109,Candice Bergen,English,USA,2000
Journey to the Center of the Earth,Eric Brevig,Color,93,Josh Hutcherson,English,USA,2008
The Princess Diaries 2: Royal Engagement,Garry Marshall,Color,113,Anne Hathaway,English,USA,2004
The Pelican Brief,Alan J. Pakula,Color,141,Denzel Washington,English,USA,1993
The Client,Joel Schumacher,Color,119,Bradley Whitford,English,USA,1994
The Bucket List,Rob Reiner,Color,97,Morgan Freeman,English,USA,2007
Patriot Games,Phillip Noyce,Color,117,Harrison Ford,English,USA,1992
Monster-in-Law,Robert Luketic,Color,101,Adam Scott,English,Germany,2005
Prisoners,Denis Villeneuve,Color,153,Hugh Jackman,English,USA,2013
Training Day,Antoine Fuqua,Color,122,Denzel Washington,English,USA,2001
Galaxy Quest,Dean Parisot,Color,102,Alan Rickman,English,USA,1999
Scary Movie 2,Keenen Ivory Wayans,Color,83,Natasha Lyonne,English,USA,2001
